Norwegian,English
høyhet,highness
høyning,elevation
"høyning, høyde",elevation
høyre,"on, the right"
høysinn,generosity
høysinnet,"highminded, generous"
"høysinnet, rundhåndet",generous
høysnue,hayfever
høyst,extremely
"høyst, ytterst",extremely
høyt,highly
høytid,"festival, feast"
"høytid, beverte, pryd, fest",feast
"høytid, festspill",festival
høytstående,eminent
"høytstående, fremragende",eminent
høyvann,flood-tide
i,in
i dag,"to-day, today"
i det siste,lately
i forfall,decadent
i forsvar,defensive
i går,yesterday
i hvert fall,in any case
i høy grad,"greatly, highly"
"i høy grad, høyt",highly
i løpet av,during
i massevis,galore
i morgen,tomorrow
i natt,tonight
i nærheten,about
i stand til,able to
i stykker,asunder
iallfall,"in, any case"
"iallfall, i hvert fall, uansett",in any case
ibenholt,ebony
iboende,inherent
"iboende, medfødt",inherent
ide,idea
idealisere,idealize
idealisme,idealism
ideell,ideal
identifikasjon,identification
identifisere,identify
identisk,identical
identitet,identity
identitetskort,identity card
idiom,idiom
idiot,idiot
idiotsikker,foolproof
idyll,idyll
ifølge,according to
igjen,"over again, again, once more, anew"
"igjen, pånytt",again
igle,leech
ignorere,ignore
"ignorere, overse",ignore
ignorering,disregard
ikke,"no, not"
ikke kan forsvares,indefensible
"ikke kan forsvares, uholdbar",indefensible
ikke kjennes ved,disown
"ikke kjennes ved, fornekte",disown
ikke like,dislike
"ikke like, motvilje",dislike
ikke stemme overens,disagree
"ikke, ne",no not
ilbud,express
ild,fire
ildfull,ardent
illojal,disloyal
illusjon,"delusion, illusion"
illusorisk,"delusive, illusive"
illustrasjon,illustration
"illustrasjon, belysning",illustration
illustrere,illustrate
"illustrere, belyse",illustrate
illustrert,illustrated
imellom,"among, between"
imidlertid,however
imperativ,imperative
imperfektum,imperfect
"imperfektum, ufullkommen, mangelfull",imperfect
implisere,"implicate, imply"
imponere,impress
imponerende,"imposing impressive, formidable"
importere,import
impregnere,impregnate
"impregnere, impregnert, gjennomtrenge",impregnate
impregnert,impregnate
impuls,"impetus, impulse"
"impuls, stimulans",impetus
imøtekomme,"accede to, accommodate, cater"
incitament,incentive
"incitament, ansporende, oppmuntring",incentive
inderlighet,fervour
indignert,indignant
"indignert, vred",indignant
indikere,indicate
indiskresjon,indiscretion
"indiskresjon, taktløshet",indiscretion
indiskret,indiscreet
"indiskret, ubetenksom",indiscreet
individ,individual
individuell,individual
indre,"inner, intrinsic, inside, internal, interior"
industri,industry
"industri, næringsvei",industry
industri-,industrial
"industri-, industriell",industrial
industriell,industrial
ineffektiv,ineffective
"ineffektiv, virkningsløs",ineffective
infanteri,infantry
infantil,infantile
"infantil, barnslig",infantile
infeksjon,infection
"infeksjon, smitte",infection
infiltrere,infiltrate
infisere,infect
inflasjon,inflation
"inflasjon, oppblåsing",inflation
influensa,influenza
influere,influence
"influere, påvirke, innflytelse",influence
ingefær,ginger
"ingefær, rødbrun",ginger
ingefærøl,gingerale
ingeniør,engineer
"ingeniør, tekniker",engineer
ingeniørarbeid,engineering
ingrediens,ingredient
"ingrediens, besstanddel",ingredient
inhabil,incompetent
inhabilitet,incapacity
inhalator,inhaler
injurie,libel
"injurie, injuriere",libel
injurieerstatning,libel damages
injuriere,libel
injuriesak,libel action
inkludere,include
inklusive,inclusive
"inklusive, samlet",inclusive
inkonsekvent,inconsistent
inn,in
inn i,into
"inn i, til",into
"inn, inne, i, hos, ved, om, på",in
innbille seg,imagine
"innbille seg, forestille seg",imagine
innbilning,"imagination, fancy"
"innbilning, fantasi",imagination
innbilt,imaginary
innblanding,"implication, involvement, interference"
"innblanding, engasjement",involvement
"innblanding, innvikling",implication
"innblanding, støy, rad",interference
innbringe,"earn, fetch"
"innbringe, fortjene, vinne, oppnå, tjene",earn
"innbringe, hente",fetch
innbringende,lucrative
innbruddstyv,burglar
innby,invite
"innby, oppfordre",invite
innbydende,inviting
innbygger,inhabitant
inndrivelse,enforcement
inne,"in, indoor, inside, indoors"
innebære,"import, imply"
"innebære, importere, innførsel, innføre",import
innehaver,holder
inneholde,hold
innendørs,indoors
"innendørs, inne",indoors
innenriks,"domestic, inland"
"innenriks, innland",inland
innerst,innermost
inneslutte,enclose
"inneslutte, innhenge, vedlegge",enclose
innfall,"fad, quirk, impulse"
innfallen,hollow
innfallende,incident
innflytelse,influence
innflytelsesrik,influential
innfri,fulfil
"innfri, oppfylle",fulfil
innfødt,indigenous
innføre,"import, introduce"
innførsel,import
inngang,"entrance, portal"
inngangsdør,front door
inngangspenger,exam-fee
inngravering,inscription
"inngravering, innskripsjon",inscription
inngrodd,"ingrained, inveterate"
inngyte,instill
inngående,detailed
"inngående, detaljert",detailed
innhalere,inhale
innhegne,hedge
"innhegne, hekk",hedge
innhenge,enclose
innhengning,enclosure
innhylle,envelop
innhøstning,harvest
innkommende,incoming
innkreve,levy
innland,inland
innlate seg,embark
"innlate seg, gå ombord",embark
innlede,initiate
innledende,introductory
innledning,"introduction, initiation"
"innledning, presentasjon",introduction
innlemme,incorporate
innlemmet,incorporated
innlysende,evident
innløp,inlet
innover,inwards
innpode,"instill, inoculate"
"innpode, inngyte",instill
innprente,imprint
innramme,frame
innretning,"device, gadget, contrivance"
"innretning, greie",gadget
innrykk,indentation
"innrykk, skår, hakk",indentation
innrømme,"allow, grant"
"innrømme, gi, tillate",allow
innrømmelse,"admission, allowance"
"innrømmelse, adgang",admission
innsatt,inmate
"innsatt, beboer",inmate
innsette,inaugurate
innsettelse,inauguration
innside,inside
"innside, innvendig, indre, inne",inside
innsidehandel,insider trading
innsigelse,exception
innsikt,insight
innsjø,"lake, loch"
innskipning,embarkation
innskripsjon,inscription
innskrive,record register
innskudd,deposit
"innskudd, deponere, avleiring, depositum",deposit
innskyte,interpolate
"innskyte, interpolere",interpolate
innslag,feature
innsnitt,incision
innsprøytning,injection
"innsprøytning, sprøyte",injection
inntekt,income
inntekter,earnings
inntreden,entry
"inntreden, adgang",entry
inntrengende,"pressing, urgent"
inntrenger,"intruder, invader"
inntrykk,impression
"inntrykk, avtrykk, opplag",impression
innvandre,immigrate
innvandrer,immigrant
innvandring,immigration
innvendig,"inside, inwardly, internal, indoor, interior"
"innvendig, indre",interior internal
"innvendig, inne",indoor
innvie,"initiate, hallow, inaugurate, consecrate"
"innvie, innsette",inaugurate
innvielse,"initiation, inauguration"
"innvielse, innledning",initiation
"innvielse, innsettelse",inauguration
innvielses-,inaugural
innvikle,implicate
"innvikle, implisere",implicate
innviklet,intricate
innvikling,implication
innvilge,accord
innvirkning,impact
innvoller,"bowels, entrails"
insekt,"bug, insect"
"insekt, insekt",insect
insektmiddel,insecticide
insette,install
insinuasjon,innuendo
insistere,insist
inspeksjon,inspection
inspektør,inspector
inspirasjon,inspiration
inspirere,inspire
inspisere,inspect
"inspisere, kontrollere",inspect
installere,install
"installere, insette",install
instille,adjust
instilling,adjustment
instinkt,instinct
instinktiv,instinctive
"instinktiv, uvilkårlig",instinctive
institusjon,institution
institutt,institute
"institutt, opprette",institute
instruere,instruct
instruks,instructions
instruksjon,instruction
"instruksjon, undervisning",instruction
instrument,instrument
instrumental,instrumental
instrumentere,instrument
"instrumentere, instrument, verktøy",instrument
integral,integral
integrere,integrate
integrerende,integral
"integrerende, integral, helhetlig",integral
integritet,integrity
intellektuell,"intellectual, highbrow"
"intellektuell, åndssnobb",highbrow
intelligens,intelligence
intelligent,intelligent
intens,intense
intensitet,intensity
"intensitet, styrke",intensity
intensivere,intensify
"intensivere, forsterke",intensify
interessant,"interesting, intriguing"
interesse,interest
interessere,interest
"interessere, interesse, rente",interest
internasjonal,international
internere,intern
internering,internment
internert,internee
interpolere,interpolate
intervenere,intervene
"intervenere, gripe inn",intervene
intervensjon,intervention
intervju,interview
"intervju, intervjue, samtale",interview
intervjue,interview
intetsigende,futile
"intetsigende, forgjeves",futile
intolerant,intolerant
intonasjon,intonation
intravenøs næring,dripfeed
intregant,intriguing
"intregant, interessant",intriguing
intrige,intrigue
"intrige, intrigering",intrigue
intrigering,intrigue
introdusere,introduce
"introdusere, innføre, presentere",introduce
intuisjon,intuition
intuitiv,intuitive
invadere,invade
invalid,invalid
"invalid, ufør, ugyldig",invalid
invasjon,invasion
"invasjon, krenkelse",invasion
inventarliste,inventory
inversjon,inversion
invertere,invert
investere,invest
investering,investment
investor,investor
inviet,initiate
"inviet, innlede, innvie",initiate
invitasjon,invitation
involvere,involve
ironi,irony
ironisk,ironic
irrasjonell,irrational
irrelevanse,irrelevance
irrelevant,irrelevant
irritabel,edgy irritable
irritasjon,irritation
"irritasjon, ergrelse",irritation
irritere,"fret, chafe, irritate, gall, exasperate"
"irritere, ergre",exasperate
"irritere, galle, bitterhet, gnage, gnagsår",gall
"irritere, gnage",chafe
is,ice
is-,frosty
isbre,glacier
isbryter,icebreaker
isdannelse,icing
"isdannelse, glasur",icing
ise,ice
"ise, is, glasere",ice
isete,icy
isfjell,iceberg
isflak,floe
iskald,icy
"iskald, glatt, isete",icy
iskrem,icecream
isolasjon,"insulation, isolation"
"isolasjon, isolasjon",insulation
isolator,insulator
isolere,insulate isolate
istapp,icicle
isteden,instead
istedenfor,instead of
iver,"eagerness, zeal"
ivrig,"eager, keen, zealous, fervent"
"ivrig, glødende",fervent
"ivrig, nidkjær",zealous
iøynefallende,conspicuous
ja,yes
ja visst,indeed
"ja visst, sannelig, riktig nok",indeed
jafs,gulp
jage,"chase, hound"
jage bort,dispel
jagerfly,fighterjet
jakke,jacket
jakkeslag,lapel
jakt,"hunting, hunt"
"jakt, jakte",hunt
jaktbytte,quarry
"jaktbytte, bryte stein, steinbrudd",quarry
jakte,hunt
jakthund,hound
"jakthund, jage",hound
jaktlisens,gamelicence
jamre,lament
januar,January
Japansk,Japanese
jarl,earl
javisst,quite
"javisst, ganske, helt",quite
jeg,i
jekk,jack
jekke,lever
jeksel,grinder
jente,girl
jenteaktig,girlish
jernvarer,hardware
"jernvarer, maskinvare",hardware
jerv,glutton
jetfly,jet
jevn,"even, level"
jevnbyrdig,equal
jevnbyrdige,equal
"jevnbyrdige, lik, jevnbyrdig, like",equal
jevndøgn,equinox
jobb,job
jobbe,job
jockey,jockey
"jockey, manøvrere",jockey
jod,iodine
jogge,jog
jord,earth
jordbruk,farming
jordbær,strawberry
jorde,field
jordskjelv,earthquake
"jordskjelv, jordskjelv",earthquake
journalist,journalist
journalistikk,journalism
jubel,exultation
jubileum,jubilee
juble,exult
jukse,cheat
jul,christmas
julaften,Christmas eve
juli,July
jungel,jungle
juni,June
junior,junior
"junior, yngre",junior
juridisk,"juridical, legally, judicial"
"juridisk, rettslig",judicial
jurist,lawyer
"jurist, advokat",lawyer
jury,jury
jus,law
justisdepartementet,Department of Justice
juv,canyon
juvel,jewel
jøde,jew
jødisk,jewish
kabaret,cabaret
kabel,"cable, hawser"
kadaver,carcase
kaffe,coffee
kaffegrut,coffeegrounds
kaffetrakter,coffee-machine
kafé,cafe
kahytt,cabin
kai,"platform, wharf"
kakao,cocoa
kake,cake
kakerlakk,cockroach
kakle,cackle
kald,"chilly, frosty, bleak, cold"
"kald, is-",frosty
"kald, sturen",bleak
kalender,calendar
kalesje,hood
"kalesje, hette",hood
kalk,lime
kalkun,turkey
kalle,"call, summon"
kalosje,galosh
kalv,calf
kalvekjøtt,veal
kam,loin
kamaksel,camshaft
kamel,camel
kamera,camera
kamerat,fellow
kameratskap,fellowship
kammerpike,maid
kamp,fight
kampestein,boulder
kan forbedres,improvable
kan ikke godtas,inadmissible
kan ikke ødelegges,indestructible
"kan ikke ødelegges, uforgjengelig",indestructible
kanal,"canal, channel"
kandidat,graduate
kanin,rabbit
kanon,gun
kanskje,"maybe, perhaps, possibly"
kant,"edge, brim"
"kant, rand",brim
kante,"line, fringe"
kantre,capsize
kapasitet,capacity
kapital,fund
kapitel,chapter
kappe,"cape, gown"
"kappe, lang kjole",gown
kapre,hijack
kaprer,hijacker
kaprifolium,honeysuckle
kapsel,capsule
kaptein,captain
kar,chap
karaffel,decanter
karakter,grade
karantene,quarantine
karm,frame
"karm, skjelett, narre, struktur, innramme, ramme",frame
karse,cress
kart,"card, menu, map"
"kart, bykart",map
kartong,cardboard
kartotek,file
kaserner,barracks
kasett-spiller,casette-player
kasse,"crate, money box, money-box, cashier's stand, till"
kasserer,cashier
kast,"fling, haul"
kaste,"hurl, throw"
kaste ut,evict
kastrere,"emasculate, geld"
katalog,catalogue
katapultsete,ejector seat
katastrofal,disastrous
"katastrofal, ulykksalig",disastrous
katastrofe,"calamity, disaster"
"katastrofe, ulykke",disaster
katedral,cathedral
"katedral, katedral, domkirke",cathedral
kategorisk,flatly
katt,cat
kattunge,kitten
kausjon,"bail, guarantee"
kausjonist,guarantee
kave,flurry
keiser,emperor
keiserinne,empress
keiserlig,imperial
keitet,awkward
keivhendt,left-handed
kelner,waiter
kenguru,kangaroo
kidnappe,abduct
kidnapper,abductor
kidnapping,abduction
kikkert,binoculars
kilde,"source, spring, fountain"
"kilde, fontène, kilde",fountain
"kilde, vår",spring
kile,tickle
kilen,ticklish
kilo,kilo
kinin,quinine
kink,crick
kinn,cheek
"kinn, kinn",cheek
kino,"cinema, movie, theatre cinema"
kirke,church kirk
kirkegård,cemetery graveyard
kirkelig,ecclesiastic(al)
"kirkelig, geistlig",ecclesiastic(al)
kirsebær,cherry
kiste,coffin
kjede,chain
kjedelig,"boring, dull, drag, dreary, humdrum, tiresome"
"kjedelig, ensformig",humdrum
"kjedelig, trekke, dra",drag
kjedsommelig,irksome
kjefte,jaw
kjegle,cone
kjegleformet,conic
kjeks,biscuit cornet
kjele,"boiler cauldron, kettle, boiler, cauldron kettle"
kjeller,basement cellar
kjeltring,knave
kjemi,chemistry
kjemme,comb
kjempe,"fight, giant"
kjempemessig,"gigantic, giant"
kjempestor,huge
"kjempestor, veldig",huge
kjenne,feel
kjenne til,know
"kjenne, føle",feel
kjennelse,finding
kjennetegn,attribute
kjennsgjerning,fact
kjennskap,knowledge
kjepphest,fad
"kjepphest, innfall",fad
kjerne,"churn, core, gist, heart"
"kjerne, hjerte",heart
"kjerne, hovedinnhold",gist
kjertel,gland
kjetter,heretic
kjetteri,heresy
kjettersk,heretical
kjeve,jaw
"kjeve, kjefte, gap, skravle",jaw
kjevle,rolling-pin
kjole,"frock, robe, dress, frock robe"
kjær,dear
kjæreste,love
kjærlig,fond loving
kjærlighet,love
kjærlighetsaffære,liaison
kjærtegn,endearment
kjærtegne,"caress, fondle"
kjøkken,kitchen
kjøkkendisk,cupboard
kjøl,keel
kjøle,cool
kjøleskap,fridge
kjølig,cool
"kjølig, kjøle",cool
kjønn,"gender, sex"
kjønnsorganer,genitals
kjøpe,buy purchase
kjøpmann,grocer merchant
kjøre,"ride, travel, go"
"kjøre, gå",go
"kjøre, reise",travel
kjørefelt,lane
kjørehanske,gauntlet
kjørvel,chervil
kjøtt,flesh meat
kjøttetende,carnivorous
kjøttkaker,minced meat
kjøttkraft,broth
kjøttsaft,gravy
"kjøttsaft, sjy",gravy
klaff,flap
"klaff, blafring, blafre",flap
klage,"complain, lament"
klagemål,grievance
klagende,querulous
"klagende, gretten",querulous
klagesang,lament
"klagesang, klage, beklage, jamre",lament
klam,"damp, clammy"
"klam, fuktig",clammy
klammeri,brawl
klandre,blame
klappstol,folding chair
klar,"clear, lucid, plain, distinct"
"klar, gjennomsiktig",limpid
klargjøre,elucidate
klasse,"class, grade"
klatre,climb
klatt,blot
"klatt, flekk",blot
klatte,daub
"klatte, smøreri",daub
klaviatur,keyboard
"klaviatur, tastatur",keyboard
kle seg,dress
kledning,clothing
klegg,"gadfly, horsefly"
klekke ut,hatch
"klekke ut, skravere, kull, luke, ruge ut",hatch
klem,hug
klemme,"clamp, hug, cuddle"
"klemme, omfavne, klem",hug
"klemme, spenne fast",clamp
klient,client
klima,climate
klinke,latch
klinkekule,marble
klippe,"clip, shear, cliff, cut"
"klippe, skrent",cliff
klirre,jingle
"klirre, klirring, ringle",jingle
klirring,jingle
klok,judicious
